Invoice_ID,Vendor_Name,Department,Invoice_Date,Amount,GST,Quantity,Category,True_Anomaly,IQR_Outlier_Flag
INV103252,Vendor_032,Education,2025-11-05,16163.2,28.0,32,Cleaning Supplies,0,0
INV102480,Vendor_005,Education,2025-10-13,15566.22,12.0,16,Vehicle Maintenance,0,0
INV100289,Vendor_033,Sanitation,2024-11-13,14714.23,28.0,17,Electronics,0,0
INV106338,Vendor_030,Water Supply,2024-03-14,21708.85,28.0,22,Stationery,0,0
INV103075,Vendor_032,Public Works,2025-05-26,21775.03,18.0,26,Stationery,0,0
INV104073,Vendor_013,Water Supply,2025-03-11,19806.69,5.0,15,Electronics,0,0
INV107950,Vendor_011,It & Electronics,2024-03-04,9054.0,5.0,36,Stationery,0,0
INV106669,Vendor_999,Administration,2025-06-24,14518.43,28.0,1,Medical Supplies,1,0
INV106108,Vendor_036,Administration,2024-02-04,20588.17,28.0,9,Cleaning Supplies,0,0
INV105089,Vendor_040,Administration,2025-08-30,21624.23,5.0,8,Fuel,0,0
INV106955,Vendor_038,Water Supply,2024-03-01,21529.16,28.0,32,Furniture,0,0
INV108323,Vendor_029,Public Works,2025-05-12,21085.33,12.0,42,Office Equipment,0,0
INV109911,Vendor_040,It & Electronics,2025-05-10,9113.16,5.0,9,Construction Material,0,0
INV108566,Vendor_029,Water Supply,2025-01-27,19816.09,5.0,39,Vehicle Maintenance,0,0
INV109137,Vendor_033,Administration,2025-04-23,16878.82,5.0,29,Construction Material,0,0
INV107977,Vendor_010,Sanitation,2024-03-18,20082.71,12.0,30,Vehicle Maintenance,0,0
INV108068,Vendor_002,Water Supply,2025-01-06,20865.26,18.0,18,Fuel,0,0
INV100270,Vendor_015,Public Works,2025-09-05,20767.62,5.0,17,Software License,0,0
INV106009,Vendor_030,Health,2024-07-14,8262.27,28.0,4,Stationery,0,0
INV104570,Vendor_002,Transport,2025-12-26,9749.54,28.0,20,Electronics,0,0
INV108177,Vendor_028,Water Supply,2025-03-06,19648.19,28.0,31,Construction Material,0,0
INV103565,Vendor_024,Sanitation,2024-09-14,20490.46,12.0,42,Construction Material,0,0
INV102971,Vendor_007,Transport,2025-02-04,9670.46,28.0,49,Stationery,0,0
INV106452,Vendor_023,Transport,2024-02-28,10560.86,18.0,15,Construction Material,0,0
INV108943,Vendor_034,Public Works,2025-03-06,16881.4,28.0,32,Vehicle Maintenance,0,0
INV104207,Vendor_033,Sanitation,2024-07-03,21882.23,12.0,22,Electronics,0,0
INV103218,Vendor_022,It & Electronics,2024-11-03,8929.4,28.0,4,Fuel,0,0
INV101391,Vendor_009,Public Works,2024-10-15,21478.34,18.0,26,Fuel,0,0
INV103975,Vendor_008,Education,2025-01-28,117759.31,28.0,47,Electronics,1,1
INV104316,Vendor_001,Public Works,2024-02-17,20948.34,18.0,26,Medical Supplies,0,0
INV106969,Vendor_028,Administration,2025-07-24,10470.5,12.0,1,Office Equipment,0,0
INV107637,Vendor_032,Health,2024-09-24,9611.11,12.0,4,Software License,0,0
INV107742,Vendor_022,Transport,2024-05-12,11961.8,28.0,21,Medical Supplies,0,0
INV100083,Vendor_007,Public Works,2025-03-20,16201.36,18.0,40,Office Equipment,0,0
INV100873,Vendor_033,Administration,2024-06-13,13507.1,12.0,39,Furniture,0,0
INV109799,Vendor_027,Water Supply,2024-08-26,20496.32,18.0,46,Software License,0,0
INV109380,Vendor_023,Sanitation,2024-05-16,14637.43,12.0,37,Fuel,0,0
INV104557,Vendor_025,Administration,2024-06-05,21106.47,5.0,22,Fuel,0,0
INV104500,Vendor_001,Sanitation,2024-08-11,19332.04,5.0,16,Medical Supplies,0,0
INV104647,Vendor_033,Water Supply,2025-04-19,20918.05,28.0,37,Office Equipment,0,0
INV102038,Vendor_019,Health,2024-03-19,11334.66,18.0,18,Vehicle Maintenance,0,0
INV109948,Vendor_031,It & Electronics,2025-12-14,9307.39,12.0,35,Software License,0,0
INV107189,Vendor_998,Public Works,2025-11-10,21256.85,12.0,18,Furniture,1,0
INV102450,Vendor_038,Health,2024-07-17,13433.47,18.0,27,Software License,0,0
INV103954,Vendor_033,Public Works,2025-12-16,20588.93,18.0,46,Office Equipment,0,0
INV102329,Vendor_015,Transport,2025-08-25,11733.95,5.0,6,Electronics,0,0
INV109307,Vendor_028,Public Works,2024-05-04,21843.67,28.0,11,Software License,0,0
INV106242,Vendor_007,Public Works,2024-03-21,21121.57,18.0,36,Stationery,0,0
INV109249,Vendor_026,Public Works,2025-01-29,19750.31,12.0,40,Furniture,0,0
INV105042,Vendor_026,Administration,2024-01-08,22319.69,5.0,14,Furniture,0,0
INV109551,Vendor_028,Education,2025-04-23,19263.58,12.0,34,Electronics,0,0
INV104746,Vendor_025,Transport,2025-12-12,9402.65,5.0,43,Stationery,0,0
INV109554,Vendor_006,Transport,2024-03-28,85893.97,12.0,35,Fuel,1,1
INV108388,Vendor_001,Transport,2025-06-17,10724.33,5.0,38,Stationery,0,0
INV107223,Vendor_014,Transport,2025-03-19,11814.55,12.0,32,Office Equipment,0,0
INV106908,Vendor_018,Water Supply,2024-09-27,22463.14,5.0,13,Medical Supplies,0,0
INV106620,Vendor_039,Sanitation,2024-07-05,16744.15,28.0,37,Software License,0,0
INV102401,Vendor_037,Public Works,2025-06-21,19484.96,28.0,7,Fuel,0,0
INV105520,Vendor_039,Administration,2024-01-14,10029.23,5.0,5,Medical Supplies,0,0
INV101216,Vendor_009,Education,2024-03-14,13101.76,5.0,45,Stationery,0,0
INV108869,Vendor_031,Water Supply,2025-07-20,20169.91,12.0,31,Office Equipment,0,0
INV106020,Vendor_006,It & Electronics,2024-08-24,8921.26,28.0,24,Medical Supplies,0,0
INV107144,Vendor_024,Administration,2024-01-31,15775.58,28.0,28,Electronics,0,0
INV101064,Vendor_017,Education,2025-08-19,21213.09,12.0,39,Vehicle Maintenance,0,0
INV103786,Vendor_003,Administration,2024-04-26,22254.52,5.0,46,Vehicle Maintenance,0,0
INV104410,Vendor_007,Health,2024-10-24,10724.48,12.0,21,Software License,0,0
INV108939,Vendor_026,Administration,2025-12-09,23883.63,5.0,25,Stationery,0,0
INV108097,Vendor_035,It & Electronics,2024-03-14,3394.44,18.0,37,Office Equipment,0,0
INV105523,Vendor_020,Public Works,2024-02-15,22603.34,12.0,47,Fuel,0,0
INV105996,Vendor_999,Water Supply,2025-11-12,20091.73,18.0,47,Office Equipment,1,0
INV109010,Vendor_023,Transport,2024-01-31,10600.38,5.0,35,Vehicle Maintenance,0,0
INV105888,Vendor_040,Administration,2024-09-30,19249.01,18.0,49,Office Equipment,0,0
INV102161,Vendor_034,Education,2024-05-04,13094.99,12.0,6,Construction Material,0,0
INV103008,Vendor_010,Education,2025-06-19,17647.8,12.0,44,Electronics,0,0
INV101105,Vendor_009,Transport,2025-07-08,12242.02,12.0,33,Office Equipment,0,0
INV106925,Vendor_003,Public Works,2024-05-05,19459.15,18.0,33,Construction Material,0,0
INV100692,Vendor_029,Education,2024-02-04,15647.92,18.0,2,Electronics,0,0
INV108772,Vendor_033,It & Electronics,2025-01-08,5684.39,18.0,38,Construction Material,0,0
INV104956,Vendor_036,Health,2025-10-07,12472.17,28.0,26,Stationery,0,0
INV106867,Vendor_040,Sanitation,2024-09-26,19060.61,12.0,3,Medical Supplies,0,0
INV109045,Vendor_026,Education,2025-10-06,16397.4,5.0,20,Cleaning Supplies,0,0
INV104369,Vendor_015,It & Electronics,2025-02-09,11325.61,12.0,26,Medical Supplies,0,0
INV102765,Vendor_009,Sanitation,2024-01-01,11406.63,5.0,17,Construction Material,0,0
INV103929,Vendor_026,It & Electronics,2025-07-07,6853.74,5.0,45,Furniture,0,0
INV107420,Vendor_010,Public Works,2025-09-26,21505.18,18.0,21,Stationery,0,0
INV108910,Vendor_028,Water Supply,2024-03-26,21386.25,12.0,25,Stationery,0,0
INV107831,Vendor_011,Health,2024-02-16,7517.81,12.0,35,Cleaning Supplies,0,0
INV106663,Vendor_020,Public Works,2024-09-17,23342.98,5.0,28,Furniture,0,0
INV100628,Vendor_005,It & Electronics,2025-01-16,6939.98,5.0,30,Office Equipment,0,0
INV102451,Vendor_028,Sanitation,2024-01-24,12871.96,18.0,28,Fuel,0,0
INV106500,Vendor_015,Education,2024-05-21,17953.2,28.0,8,Electronics,0,0
INV106848,Vendor_009,Transport,2025-03-20,11227.98,12.0,8,Cleaning Supplies,0,0
INV103824,Vendor_017,Sanitation,2024-10-01,18255.19,5.0,43,Vehicle Maintenance,0,0
INV109158,Vendor_018,Public Works,2024-09-09,20828.33,12.0,25,Fuel,0,0
INV102652,Vendor_030,Transport,2024-02-11,9705.7,18.0,13,Furniture,0,0
INV109290,Vendor_005,Administration,2025-02-21,15651.07,28.0,21,Office Equipment,0,0
INV103743,Vendor_013,Education,2025-07-30,17536.85,5.0,27,Software License,0,0
INV102176,Vendor_023,Education,2024-03-15,20734.43,12.0,43,Medical Supplies,0,0
INV200105,Vendor_006,Sanitation,2024-04-13,22041.31,28.0,1,Stationery,1,0
INV109450,Vendor_031,Public Works,2024-04-05,20326.71,12.0,4,Construction Material,0,0
INV103318,Vendor_038,Administration,2025-08-15,9810.99,18.0,38,Software License,0,0
INV106607,Vendor_037,Education,2025-05-10,14683.17,5.0,42,Fuel,0,0
INV102787,Vendor_003,Administration,2025-10-24,16137.59,28.0,27,Vehicle Maintenance,0,0
INV104105,Vendor_026,Education,2025-06-04,13382.03,18.0,13,Stationery,0,0
INV106621,Vendor_005,Sanitation,2024-08-01,21502.63,18.0,24,Office Equipment,0,0
INV101676,Vendor_032,It & Electronics,2024-08-02,10501.92,5.0,39,Office Equipment,0,0
INV103947,Vendor_007,Water Supply,2025-12-22,19882.99,12.0,12,Cleaning Supplies,0,0
INV104444,Vendor_032,Public Works,2025-12-22,22304.77,18.0,41,Office Equipment,0,0
INV102936,Vendor_022,Health,2024-02-02,92773.14,12.0,45,Fuel,1,1
INV106931,Vendor_030,Sanitation,2025-07-08,13537.07,5.0,39,Electronics,0,0
INV108192,Vendor_031,It & Electronics,2024-07-03,8838.13,12.0,5,Software License,0,0
INV105722,Vendor_033,Sanitation,2024-12-15,143436.28,28.0,1,Medical Supplies,1,1
INV107735,Vendor_018,Health,2024-03-03,9572.64,12.0,38,Furniture,0,0
INV102503,Vendor_039,Public Works,2024-02-04,21701.86,18.0,34,Construction Material,0,0
INV108648,Vendor_039,Administration,2025-11-26,16045.32,12.0,15,Electronics,0,0
INV102369,Vendor_033,Health,2024-08-30,8897.86,12.0,31,Electronics,0,0
INV104967,Vendor_005,Public Works,2024-07-22,23146.81,5.0,30,Vehicle Maintenance,0,0
INV105883,Vendor_029,Water Supply,2024-03-31,21499.79,5.0,23,Fuel,0,0
INV102217,Vendor_004,Sanitation,2024-10-06,17611.85,18.0,35,Cleaning Supplies,0,0
INV105847,Vendor_011,It & Electronics,2025-12-09,7524.53,12.0,46,Medical Supplies,0,0
INV102218,Vendor_004,Health,2025-03-08,12745.57,12.0,8,Software License,0,0
INV103326,Vendor_001,Health,2024-04-19,10346.21,18.0,6,Software License,0,0
INV107007,Vendor_022,Transport,2025-05-31,10399.74,28.0,37,Vehicle Maintenance,0,0
INV103583,Vendor_026,Transport,2024-03-31,10646.94,18.0,19,Construction Material,0,0
INV200022,Vendor_003,Administration,2024-06-12,17311.15,18.0,30,Medical Supplies,1,0
INV103619,Vendor_002,Sanitation,2024-06-18,23906.9,28.0,44,Fuel,0,0
INV106217,Vendor_002,It & Electronics,2025-07-05,8627.87,18.0,1,Office Equipment,0,0
INV109490,Vendor_012,Education,2024-01-29,24227.45,18.0,2,Fuel,0,0
INV106698,Vendor_006,Education,2025-01-18,15005.76,28.0,15,Construction Material,0,0
INV103115,Vendor_040,Water Supply,2025-02-20,21147.49,12.0,32,Fuel,0,0
INV100085,Vendor_037,Administration,2024-09-17,19785.53,5.0,23,Medical Supplies,0,0
INV108634,Vendor_026,Transport,2025-07-29,10770.22,12.0,7,Medical Supplies,0,0
INV105973,Vendor_029,Public Works,2025-09-16,19416.39,5.0,16,Fuel,0,0
INV102801,Vendor_033,It & Electronics,2024-10-30,8126.1,12.0,1,Fuel,0,0
INV103671,Vendor_001,Sanitation,2025-11-11,20922.24,18.0,15,Office Equipment,0,0
INV103667,Vendor_014,Sanitation,2024-01-14,18250.96,12.0,14,Fuel,0,0
INV109991,Vendor_038,Administration,2024-02-13,11378.04,5.0,33,Fuel,0,0
INV105158,Vendor_027,Administration,2024-03-20,19435.72,5.0,25,Software License,0,0
INV105725,Vendor_021,Education,2024-04-18,23645.32,28.0,5,Vehicle Maintenance,0,0
INV104590,Vendor_022,Water Supply,2024-02-11,21779.51,28.0,12,Medical Supplies,0,0
INV102019,Vendor_029,Education,2025-03-20,19227.04,18.0,45,Medical Supplies,0,0
INV108145,Vendor_023,Education,2024-04-16,7312.29,5.0,15,Electronics,0,0
INV102525,Vendor_006,It & Electronics,2024-12-29,9976.71,18.0,33,Cleaning Supplies,0,0
INV108788,Vendor_012,It & Electronics,2025-11-07,12851.47,5.0,38,Construction Material,0,0
INV109182,Vendor_040,Education,2025-08-09,14745.25,5.0,1,Furniture,0,0
INV103212,Vendor_005,Public Works,2024-02-08,20248.43,18.0,39,Furniture,0,0
INV100519,Vendor_006,Administration,2024-09-05,13684.63,12.0,29,Fuel,0,0
INV105366,Vendor_025,Administration,2024-08-02,28938.16,28.0,14,Office Equipment,0,0
INV107037,Vendor_024,Health,2025-08-27,11795.02,12.0,21,Office Equipment,0,0
INV102895,Vendor_030,Sanitation,2024-06-05,24048.82,28.0,21,Cleaning Supplies,0,0
INV100244,Vendor_028,Administration,2025-05-17,17520.98,28.0,47,Electronics,0,0
INV105930,Vendor_038,Education,2025-01-11,10808.62,12.0,22,Furniture,0,0
INV104714,Vendor_014,It & Electronics,2024-04-12,11481.12,5.0,24,Furniture,0,0
INV109394,Vendor_027,It & Electronics,2025-11-23,9284.05,18.0,18,Construction Material,0,0
INV103425,Vendor_026,Education,2025-11-22,21996.16,18.0,11,Medical Supplies,0,0
INV107011,Vendor_012,It & Electronics,2025-10-16,8049.5,18.0,22,Furniture,0,0
INV107211,Vendor_033,Administration,2025-07-27,19385.9,18.0,34,Stationery,0,0
INV107168,Vendor_034,Administration,2024-02-26,11985.71,18.0,19,Furniture,0,0
INV106904,Vendor_033,Education,2024-01-31,12710.89,18.0,11,Office Equipment,0,0
INV106435,Vendor_036,Education,2025-09-12,16971.38,5.0,20,Stationery,0,0
INV107539,Vendor_023,It & Electronics,2025-01-15,8840.68,5.0,33,Software License,0,0
INV105509,Vendor_019,Administration,2024-06-08,21024.33,5.0,15,Medical Supplies,0,0
INV106297,Vendor_026,Water Supply,2024-11-26,22423.52,18.0,16,Office Equipment,0,0
INV102001,Vendor_039,Education,2025-12-14,13458.09,12.0,14,Construction Material,0,0
INV100885,Vendor_039,Education,2024-10-14,19334.9,12.0,5,Electronics,0,0
INV100869,Vendor_009,Transport,2025-07-12,9094.9,18.0,31,Software License,0,0
INV109882,Vendor_009,Water Supply,2025-11-10,21047.19,12.0,10,Office Equipment,0,0
INV105720,Vendor_039,It & Electronics,2024-09-05,4679.49,28.0,34,Stationery,0,0
INV100356,Vendor_017,It & Electronics,2024-08-07,9471.71,2.0,33,Cleaning Supplies,1,0
INV200106,Vendor_003,Public Works,2025-03-18,20534.23,28.0,6,Cleaning Supplies,1,0
INV105451,Vendor_022,Transport,2025-06-18,12173.77,5.0,9,Medical Supplies,0,0
INV108355,Vendor_025,Administration,2025-03-21,16516.86,28.0,18,Cleaning Supplies,0,0
INV108376,Vendor_030,Education,2024-09-30,17742.8,18.0,43,Medical Supplies,0,0
INV108014,Vendor_002,Sanitation,2024-01-24,20969.31,55.0,8,Cleaning Supplies,1,0
INV101275,Vendor_032,Transport,2024-03-05,12223.34,18.0,44,Software License,0,0
INV101890,Vendor_037,It & Electronics,2025-10-08,8351.54,12.0,10,Cleaning Supplies,0,0
INV108860,Vendor_015,Water Supply,2024-05-06,21159.94,5.0,48,Fuel,0,0
INV107818,Vendor_016,Public Works,2025-01-03,21266.85,5.0,45,Office Equipment,0,0
INV106838,Vendor_012,Administration,2025-09-18,23947.95,12.0,42,Software License,0,0
INV109369,Vendor_017,Transport,2024-04-08,13220.16,12.0,1,Furniture,0,0
INV103563,Vendor_030,Sanitation,2024-02-09,22680.69,5.0,26,Office Equipment,0,0
INV105787,Vendor_002,Health,2025-06-20,9728.78,45.0,38,Medical Supplies,1,0
INV104958,Vendor_019,It & Electronics,2025-02-11,11947.56,28.0,2,Vehicle Maintenance,0,0
INV101546,Vendor_015,Water Supply,2025-05-22,21053.57,5.0,16,Furniture,0,0
INV106193,Vendor_027,Sanitation,2024-01-14,15734.17,5.0,49,Office Equipment,0,0
INV102380,Vendor_013,It & Electronics,2024-10-27,12755.43,12.0,41,Office Equipment,0,0
INV103823,Vendor_008,Education,2025-12-12,22537.85,12.0,28,Fuel,0,0
INV103232,Vendor_010,Health,2024-01-03,12426.15,28.0,44,Stationery,0,0
INV108563,Vendor_022,Education,2024-09-13,16998.87,28.0,25,Cleaning Supplies,0,0
INV103306,Vendor_036,Health,2025-12-08,15044.25,18.0,43,Office Equipment,0,0
INV100492,Vendor_002,Water Supply,2025-06-28,21655.56,28.0,31,Stationery,0,0
INV103499,Vendor_001,Public Works,2025-03-20,20283.49,28.0,37,Fuel,0,0
INV106935,Vendor_008,Sanitation,2024-04-07,19078.67,12.0,5,Office Equipment,0,0
INV101116,Vendor_001,Administration,2025-02-26,19730.43,12.0,35,Construction Material,0,0
INV105637,Vendor_029,Health,2024-06-14,8287.81,5.0,28,Medical Supplies,0,0
INV108949,Vendor_002,Sanitation,2025-01-03,19364.78,18.0,23,Electronics,0,0
INV106146,Vendor_024,It & Electronics,2024-03-09,9353.59,28.0,26,Construction Material,0,0
INV200066,Vendor_006,Water Supply,2024-04-02,21718.83,12.0,2,Electronics,1,0
INV108950,Vendor_017,It & Electronics,2024-10-15,8000.1,5.0,47,Office Equipment,0,0
INV108122,Vendor_007,Water Supply,2025-10-06,20737.84,5.0,46,Office Equipment,0,0
INV109271,Vendor_027,Public Works,2024-04-07,235612.37,5.0,41,Medical Supplies,1,1
INV108784,Vendor_017,Administration,2024-02-01,17215.14,5.0,36,Stationery,0,0
INV109253,Vendor_032,It & Electronics,2025-05-07,7867.06,12.0,47,Stationery,0,0
INV103645,Vendor_024,Education,2024-02-25,14325.99,12.0,17,Software License,0,0
INV102500,Vendor_024,Administration,2024-01-11,21515.62,12.0,38,Furniture,0,0
INV105677,Vendor_028,Education,2025-08-21,10161.3,18.0,20,Medical Supplies,0,0
INV108165,Vendor_016,Education,2024-08-02,16093.55,28.0,24,Stationery,0,0
INV105241,Vendor_006,Water Supply,2024-09-07,18716.23,5.0,35,Stationery,0,0
INV107523,Vendor_027,Administration,2024-03-24,20487.55,28.0,1,Cleaning Supplies,0,0
INV102783,Vendor_038,Transport,2024-08-14,10187.93,28.0,10,Cleaning Supplies,0,0
INV106158,Vendor_032,Administration,2024-10-01,27079.81,18.0,3,Electronics,0,0
INV103809,Vendor_025,Health,2024-04-16,11404.92,5.0,9,Stationery,0,0
INV106890,Vendor_012,Transport,2024-07-28,11416.35,18.0,40,Furniture,0,0
INV108957,Vendor_011,Water Supply,2025-04-26,21144.23,12.0,45,Cleaning Supplies,0,0
INV108127,Vendor_039,It & Electronics,2025-08-27,8940.21,18.0,17,Stationery,0,0
INV101696,Vendor_004,Education,2024-02-26,17596.66,18.0,36,Cleaning Supplies,0,0
INV105685,Vendor_001,Transport,2025-11-27,9769.85,5.0,43,Construction Material,0,0
INV107464,Vendor_039,Public Works,2025-05-24,21179.06,18.0,25,Software License,0,0
INV105939,Vendor_013,Sanitation,2025-05-04,15443.61,18.0,20,Electronics,0,0
INV102052,Vendor_016,Health,2024-01-03,10544.81,12.0,35,Vehicle Maintenance,0,0
INV101776,Vendor_030,It & Electronics,2025-12-18,9261.83,18.0,14,Vehicle Maintenance,0,0
INV106830,Vendor_012,Administration,2025-02-23,12274.16,18.0,19,Office Equipment,0,0
INV103313,Vendor_002,Health,2024-08-11,10343.07,12.0,23,Cleaning Supplies,0,0
INV104781,Vendor_018,It & Electronics,2025-04-13,13942.67,5.0,31,Medical Supplies,0,0
INV108630,Vendor_003,It & Electronics,2025-08-24,5592.3,12.0,23,Fuel,0,0
INV109653,Vendor_002,It & Electronics,2025-07-05,7819.27,18.0,45,Furniture,0,0
INV101592,Vendor_024,Education,2024-05-21,19833.82,5.0,49,Vehicle Maintenance,0,0
INV101723,Vendor_012,Transport,2024-01-23,10303.92,12.0,16,Medical Supplies,0,0
INV100215,Vendor_003,Health,2025-03-27,12667.99,5.0,31,Construction Material,0,0
INV106589,Vendor_034,Public Works,2024-12-17,21085.77,28.0,43,Vehicle Maintenance,0,0
INV108419,Vendor_031,Education,2025-06-27,13503.88,18.0,11,Fuel,0,0
INV100490,Vendor_005,Transport,2024-01-10,12825.66,12.0,12,Furniture,0,0
INV109317,Vendor_029,Water Supply,2025-07-06,20074.69,12.0,23,Office Equipment,0,0
INV103483,Vendor_027,Public Works,2025-12-17,19087.13,5.0,34,Office Equipment,0,0
INV105102,Vendor_036,It & Electronics,2025-03-29,11109.51,28.0,14,Fuel,0,0
INV105187,Vendor_033,Sanitation,2024-03-02,16982.54,5.0,42,Stationery,0,0
INV103431,Vendor_003,Sanitation,2025-12-04,28380.02,5.0,41,Construction Material,0,0
INV106557,Vendor_005,Water Supply,2025-03-10,21573.03,5.0,17,Fuel,0,0
INV108020,Vendor_038,Water Supply,2024-09-12,22065.0,5.0,31,Cleaning Supplies,0,0
INV106410,Vendor_006,It & Electronics,2024-03-06,14330.86,28.0,34,Electronics,0,0
INV105513,Vendor_032,Education,2024-10-24,18297.26,5.0,36,Furniture,0,0
INV100025,Vendor_022,It & Electronics,2024-10-27,8090.33,28.0,26,Electronics,0,0
INV103512,Vendor_037,Education,2024-03-09,12849.41,18.0,9,Office Equipment,0,0
INV102409,Vendor_032,Public Works,2025-01-13,22614.77,12.0,33,Stationery,0,0
INV103270,Vendor_005,Public Works,2025-07-02,21328.4,28.0,29,Construction Material,0,0
INV105209,Vendor_040,Health,2024-03-18,7227.79,5.0,8,Stationery,0,0
INV108885,Vendor_020,Education,2025-07-26,20662.72,18.0,3,Software License,0,0
INV101552,Vendor_017,Sanitation,2024-03-24,16626.55,5.0,5,Office Equipment,0,0
INV109384,Vendor_014,Public Works,2024-04-07,23539.34,18.0,45,Construction Material,0,0
INV108794,Vendor_022,Health,2024-06-01,10422.63,12.0,19,Office Equipment,0,0
INV103871,Vendor_020,Sanitation,2025-12-26,24134.28,5.0,34,Electronics,0,0
INV103402,Vendor_002,Water Supply,2025-09-05,19344.3,5.0,22,Stationery,0,0
INV104529,Vendor_036,Education,2024-04-19,21269.22,5.0,44,Vehicle Maintenance,0,0
INV100979,Vendor_002,Sanitation,2024-05-04,16876.6,18.0,20,Software License,0,0
INV102655,Vendor_030,Water Supply,2025-07-03,21474.6,5.0,18,Electronics,0,0
INV101847,Vendor_038,Administration,2025-02-25,20422.4,5.0,35,Construction Material,0,0
INV108243,Vendor_032,Health,2024-09-17,10619.16,28.0,36,Electronics,0,0
INV108403,Vendor_016,Public Works,2024-03-21,22379.01,18.0,28,Medical Supplies,0,0
INV107433,Vendor_011,It & Electronics,2025-07-03,10275.09,28.0,11,Medical Supplies,0,0
INV107590,Vendor_029,Education,2025-06-25,172369.23,12.0,1,Electronics,1,1
INV105721,Vendor_039,Education,2024-10-29,191597.46,18.0,37,Vehicle Maintenance,1,1
INV100515,Vendor_018,Sanitation,2024-05-15,23376.52,5.0,2,Electronics,0,0
INV107495,Vendor_009,Water Supply,2025-05-15,21183.72,28.0,36,Electronics,0,0
INV108460,Vendor_040,Sanitation,2025-10-14,19959.7,18.0,30,Construction Material,0,0
INV101102,Vendor_025,Health,2025-11-25,13760.72,12.0,48,Fuel,0,0
INV103276,Vendor_009,Health,2024-06-22,8965.56,18.0,20,Construction Material,0,0
INV107506,Vendor_007,Transport,2025-05-11,10871.12,18.0,21,Vehicle Maintenance,0,0
INV107682,Vendor_018,It & Electronics,2024-09-21,8266.06,18.0,48,Fuel,0,0
INV109259,Vendor_010,Administration,2024-01-19,14244.08,5.0,9,Office Equipment,0,0
INV108500,Vendor_025,Education,2024-09-23,21168.75,12.0,13,Electronics,0,0
INV103996,Vendor_004,It & Electronics,2025-06-10,7939.55,12.0,4,Electronics,0,0
INV100194,Vendor_007,Water Supply,2025-04-12,20431.8,5.0,20,Fuel,0,0
INV104711,Vendor_009,Sanitation,2024-03-03,22141.48,12.0,34,Construction Material,0,0
INV100643,Vendor_026,Sanitation,2024-11-21,17377.45,28.0,12,Vehicle Maintenance,0,0
INV108553,Vendor_002,Administration,2025-05-04,20806.35,28.0,14,Office Equipment,0,0
INV103285,Vendor_011,Health,2024-12-16,7675.89,12.0,31,Furniture,0,0
INV103116,Vendor_039,Transport,2024-10-21,12234.18,28.0,15,Fuel,0,0
INV109899,Vendor_033,Education,2024-12-11,26605.28,18.0,13,Construction Material,0,0
INV103575,Vendor_015,Health,2024-04-18,8953.5,28.0,28,Fuel,0,0
INV109205,Vendor_007,Education,2025-02-10,21170.1,18.0,5,Software License,0,0
INV104320,Vendor_035,Water Supply,2025-03-18,21652.24,28.0,27,Construction Material,0,0
INV200192,Vendor_039,Transport,2024-10-16,13404.97,12.0,48,Medical Supplies,1,0
INV102207,Vendor_007,Water Supply,2024-08-01,20363.57,18.0,17,Vehicle Maintenance,0,0
INV104552,Vendor_031,It & Electronics,2024-03-23,7329.19,12.0,28,Cleaning Supplies,0,0
INV107607,Vendor_013,It & Electronics,2025-12-14,4688.64,28.0,46,Construction Material,0,0
INV103718,Vendor_038,It & Electronics,2025-07-10,8744.44,5.0,43,Medical Supplies,0,0
INV100972,Vendor_018,Health,2025-07-22,11740.93,35.0,11,Medical Supplies,1,0
INV104579,Vendor_023,Education,2024-02-22,11639.86,18.0,27,Office Equipment,0,0
INV106516,Vendor_025,Sanitation,2024-10-17,29182.42,28.0,9,Construction Material,0,0
INV100719,Vendor_008,Administration,2024-06-02,20060.43,12.0,2,Software License,0,0
INV106784,Vendor_013,It & Electronics,2025-04-19,8399.47,5.0,26,Cleaning Supplies,0,0
INV106155,Vendor_026,Transport,2025-12-25,13056.17,5.0,21,Fuel,0,0
INV109620,Vendor_031,Sanitation,2025-06-19,21625.08,18.0,47,Medical Supplies,0,0
INV103896,Vendor_998,Sanitation,2024-11-22,15167.28,28.0,3,Stationery,1,0
INV102803,Vendor_039,Health,2024-09-26,6142.51,12.0,5,Software License,0,0
INV102566,Vendor_039,Health,2025-05-29,10517.31,18.0,49,Cleaning Supplies,0,0
INV104025,Vendor_013,Administration,2025-09-11,16504.53,12.0,48,Construction Material,0,0
INV106198,Vendor_031,Water Supply,2024-12-27,19036.22,12.0,20,Electronics,0,0
INV100032,Vendor_031,Education,2024-06-18,10792.64,18.0,9,Fuel,0,0
INV108470,Vendor_027,Administration,2024-02-29,18904.65,28.0,41,Office Equipment,0,0
INV109008,Vendor_004,Water Supply,2025-03-08,18541.89,18.0,25,Furniture,0,0
INV200016,Vendor_027,Public Works,2024-03-07,20579.53,5.0,36,Construction Material,1,0
INV104063,Vendor_017,Water Supply,2025-11-27,19530.84,28.0,4,Construction Material,0,0
INV109128,Vendor_019,Health,2025-12-19,4933.47,12.0,33,Software License,0,0
INV105540,Vendor_034,Education,2024-08-09,13828.09,28.0,34,Fuel,0,0
INV101697,Vendor_005,Administration,2025-11-24,20987.6,5.0,49,Electronics,0,0
INV102792,Vendor_016,Sanitation,2025-04-01,17729.85,5.0,9,Construction Material,0,0
INV102222,Vendor_037,Public Works,2024-09-01,20657.41,5.0,29,Construction Material,0,0
